,text,sentiment
517,"""Reklamacja długa i nieskuteczna - otrzymałem nienaprawiony rejestrator jazdy.""",negative
518,"""Nigdy więcej zakupów na oleolepl. Zamówienie złożeine 1 lipca za pobraniem, po kilku telefonach dotarło 15 lipca. """,negative
519,"""Odnośnie tego zakupu komentarz negatywny.Towar przyszedł niesprawny.Niestety gabaryt niestandardowy ale Sprzedawca uparł się że muszę odesłać towar w swoim zakresie. Sprzedawco to nie te czasy, mogliście bez problemu zamówić kuriera po odbiór tego przedmiotu tak jak robią to inni sprzedawcy. Musieliście mi zwracać większą kwotę za odsylke niż sami zapłacilibyście za kuriera. Szkoda moich nerwów.Reklamacja do ostatniego dnia ustawowego. Dział reklamacyjny tragiczny.Przełączacie od osoby do osoby """,negative
520,"""Sprzęt przyszedł uszkodzony. Odesłałem towar do sprzedawcy na rękojmię. Zamiast, jak kilkukrotnie prosiłem, sprawdzić sobie na miejscu wadę i odesłać drugi sprawny egzemplarz a reklamacją tego zająć się we własnym zakresie, zmusili mnie do czekania na serwis producenta. Wydałem kupę kasy, a na sprawny towar czekałem ponad dwa tygodnie, bo 'nie dysponujemy sprzętem zastepczym'. Bardzo nie podoba mi się takie podejście i będę omijał ten sklep następnym razem.""",negative
521,"""Brak kontaktu przez dlugi czas,  w koncu anulowana transakcja bo towar niedostepny. Pieniadze zwrocone""",negative
522,"""Kuchenka dostarczona uszkodzona , po trzech tygodniach ciągłych interwencji z mojej strony i pomocy Allegro(za co dziękuję)przyjęto zwrot. Tak na przyszłość nauczcie się pakować towar do wysyłki. """,negative
523,"""Patelnia doszła uszkadzona wgięta i nastąpił zwrot pieniędzy. Zapakowanie marnie. """,negative
524,"""oczekiwanie na zwrot środków powyżej 2 tygodni. Interwencja przez Facebooka pomogła. Wierzę jednak że to pojedynczy przypadek, a nie norma w tym sklepie (miałem okazję kupować tam więcej niż raz).""",negative
525,"""Nie polecam! Słuchawki zapakowane tylko w swoje oryginalny cienkie opakowanie i tak wrzucone do za dużej foli i wysłane... Efekt? Tak zgniecione opakowanie, że słuchawki częściowo wyszły z kartonu. Czy tak (nie!)pakuje się i wysyła delikatny sprzęt? W ten sposób żadna przesyłka nie przyjdzie w nienaruszonym stanie - nie winie tu kuriera. Odradzam, chyba, że lubicie takie niespodzianki.""",negative
526,"""Pralka nie doszła w wyznaczonym terminie. Zero reakcji ze strony sprzedającego. Centrum logistyczne nie odpowiada na zgłoszenie. Nie polecam """,negative
527,"""zepsuta a pisało że nowa. troche długo trzeba czekac na jakąkolwiek decyzję czy zwrot kasy czy nowy sprzęt""",negative
528,"""Towar używany, żelazko nie sprawne, pudełko otwarte, woda w środku, nie wiem kto to sprawdza przed wysyłką ... Żelazko zakupione 24 czerwca, dostawa 29 czerwca w paczkomacie, i w tym samym dniu 29 czerwca, był zwrot do paczkomatu, Numer zwrotu: R34Z/2020  Data zwrotu: 29 czerwca 2020 Do dziś czekam na zwrot pieniędzy ... """,negative
529,"""Obsługa sklepu udziela nie rzetelnych informacji. Odpisuje bzduryaby zbyć klienta. """,negative
530,"""brak informacji o braku okablowania.....duzy problem z podlaczeniem kuchenki na dzialce...""",negative
531,"""Produkt zgodny z opisem - ale obsługa klienta poniżej wszelkiej oceny. Burczący nieuprzejmy kurier i obsługa telefoniczna która jest kompletnie niepomocna. Brak możliwości dogadania się co do dostawy w konkretnych godzinach. Dowiedziałem się ze albo się dostosuje albo nie dostanę towaru. """,negative
532,"""W dn.30.06.2020  kupiłam zmywarkę.Został przywieziony mi inny model.Korespondencja z firmą bardzo powolna.Do dziś nie moge doprosic sie zwrotu pieniędzy.Firma informuje ,ze zostały wysłane 5 dni temu.Dodatkowo pare dni temu znów wysłano mi ta samą zmywarke,której nie zamawiałam,a Pani na infolini zupełnie nie wiedziała dlaczego tak sie stało.A ja dalej bez pieniedzy i zmywarki.""",negative
533,"""Sprzęt nie funkcjonuje właściwie. Sprzedawca dostarczył tylko odpowiedzi na reklamację, że „wszystko jest ok”.""",negative
534,"""Wszystko byłoby okej gdyby nie dostawa.  Towar doszedł do nas kilka dni po tym niż miał przyjść.""",negative
535,"""Piszą by wybrać paczkomat a towar sie nie mieści i gdybym sie nie upomniał to nikt nie raczył zadzwonić by zmienić forme wysyłki.""",negative
536,"""Sposób spakowania tragiczny. Butelki wrzucone luźno do dużego worka, nie zabezpieczone przed ewentualnym uszkodzeniem. Dla porównania miałem zakup z innej aukcji innego sprzedawcy, więc można jak się chce.""",negative
537,"""Niestety tym razem nie polecam. Raz, że słuchawki przerywały łączność BT to dwa okazało się, że pomimo oznaczenia oferty jako SMART! nie ma żadnej metody wysyłki w smarcie i nie było możliwości darmowego zwrotu. """,negative
538,"""Czytnik działa ale jakość wykonania słaba - końcówka USB wykrzywiona. Zatyczki nie można włożyć. Trafiła mi się felerna sztuka.""",negative
539,"""Otrzymałem produkt, który odbiega od produktu wystawionego na aukcji. Zdjęcie przedstawia co innego, opis aukcji - co innego. Nie polecam. """,negative
540,"""Front lodówki został obity podczas transportu. Zgłoszenie tego faktu przez infolinię firmy Ole Ole- graniczyło z cudem. Minęło mnóstwo czasu- i dopiero zgłoszenie sprawy do Allegro przyspieszyło proces wymiany w ramach reklamacji. Kontakt z klientem katastrofalny. Nie polecam nikomu firmy, gdzie nie ma bezpośredniego kontaktu z człowiekiem.""",negative
541,"""to nie jest kawa prezentowana na zdjęciu""",negative
542,"""Pomimo wykupionej usługi Smart i odesłaniu produktu sprzedawca odmówił przyjęcia towaru. Musiałem wysłać jeszcze raz na własny koszt. OleOle widocznie uznał, że regulamin jest dla klientów i nie musi go przestrzegać.""",negative
543,"""Handlują towarem którego nie mają na stanie!!! Dopiero po interwencji łaskawie się do tego przyznali i zwrócili środki po tygodniu??!!""",negative
544,"""Chyba Zapomnieli o mnie""",negative
545,"""7 CZERWCA KUPILAM MYSZKE I JA ZWROCILAM,PIENIEDZY DO DZIS NIE OTRZYMALAM,ZWROTNE ODPOWIEDZI  PRZEZ AUTOMATYCZNE ODPOWIEDZI.""",negative
546,"""Zamówiłam dwa nowe opiekacze. Wysłali mi jeden nowy i jeden UŻYWANY. Dogadaliśmy się że mi zamienią ten używany na nowy. No i niestety.... A czekałam dwa miesiące od kąd zabrali ten stary. Tyle że po tych dwóch miesiącach oddali kasę. Ale przez ten długi czas byłam bez pieniędzy i bez opiekacza który był mi na prawdę potrzebny.  """,negative
547,"""prosiłem o dobre zabezpieczenie przesyłki A efekcie otrzymałem sprzęt w obitym pudełku przesyłka słabo zabezpieczona włożona tylko w worek foliowy i bardzo długi czas czekania na zwrot gotówki obsługa klienta beznadziejna odnoszę wrażenie że pisze z botem A nie człowiekie... NIE POLECAM """,negative
548,"""Transakcja nie doszła do skutku, towar nie dotarł, a na zwrot pieniędzy musiałem długo czekać i wiele razy ponaglać. Słabo!""",negative
549,"""Zamiast 128gb faktycznie 115""",negative
550,"""stary towar, przydatność do spożycia 2 tygodnie. Dzisiaj kupiłem w Tchibo w tej samej cenie 2+1 z przydatnością do spożycia 06.2021.""",negative
551,"""Dostałem przeterminowany tusz. Olel Ole nie zwraca kosztów przesyłki jeżeli reklamowany towar kierowany jest do producenta. Chaotyczna korespondencja w sprawie reklamacji- za każdym razem trzeba wyjaśniać od początku. W ramach reklamacji zaproponowano mi bon o wartości nie wartego zakupionego towaru w dodatku z ograniczeniami na zakupy.""",negative
552,"""Termin przydatności do spożycia 2 tygodnie. Nie radzę kupować kawę u tego sprzedawcy, stary towar. Dzisiaj kupiłem w sklepie Tchibo z terminem 06.2021 a przy promocji 2+1 cena jest ta sama.""",negative
553,"""Bardzo trudny kontakt ze Sprzedawcą i niesamowicie długi czas oczekiwania na zwrot pieniędzy.""",negative
554,"""Otrzymałem uszkodzony towar od sprzedającego. Zakupiłem towar jako komplet (pokrywka i patelnia).  Zgłosiłem reklamację uszkodzonej patelnii. Firma przyjęła reklamację. Dostałem info, że przyjedzie odebrać kurier. Brak info kiedy, w jakich godzinach. Odbił się 3x. Patelnii nie wymieniono, bo nie było kolejnej na stanie. Zwrócono mi za patelnię i pozostawiono z pokrywką. Po zwróceniu uwagi, że pokrywka bez patelnii jest mi niepotrzebna, przyjęto reklamację i ponownie przysłano nową. Brak organiz """,negative
555,"""Z powodów logistycznych- ZDECYDOWANIE NIE POLECAM! Dziwi fakt, ze tak duża firma nie radzi sobie z zamówieniem- po 9 dniach (w aukcji czas dostawy to 24h) po mojej interwencji dostaje zapytanie o ewentualny adres do wysyłki!!!!- chyba takie dane są w posiadaniu sprzedającego?  """,negative
556,"""Nie polecam ponieważ sprzęt jest źle Pkowany i przyszedł cały połamany, dobrze że udało mi się odzyskać pieniądze.""",negative
557,"""wszystko super zgodnie z zamówieniem""",negative
558,"""Zamówiłem inny rodzaj kawy otrzymałem inny tej samej firmy. Próbując się skontaktować z firmą ciągle ta sama odpowiedzi zły numer zlecenia a taki jest na przesłanym przez firmę zamówieniu. Nie polecam """,negative
559,"""Bardzo skomplikowany proces reklamacji (prawdopodobnie żeby do niej zniechęcić)""",negative
560,"""bardzo długi czas wysyłki i słaby kontakt ze sprzedającym.""",negative
561,"""Nie polecam sprzedawcę z powodu niewystarczającego opakowania przesyłki. Miękkie oryginalne pudełko z produktem zostało tylko wrzucone do cienkiego worka transportowego. """,negative
562,"""Bardzo NIEPOLECAM sklepu. Zamowiony produkt 30 czerwca przyszedl dopiero 6 lipca! Ponadto brak faktury /paragonu na mailu czy w przesylce. Wiecej od nich na pewno nie kupie.""",negative
563,"""Brak towaru""",negative
564,"""mimo dwóch prób dbioru suszarki z magazynu- zakup nie został sfinalizowany,jedyny plus za szybki zwrot pieniędzy""",negative
565,"""Wszędzie są problemu, w dostawie, później w odbiorze towaru, zamówiłem mikrofalówkę tydzień temu i do tej pory nie mogę jej otrzymać, bo są problemy. STANOWCZO NIE POLECAM!!!!!""",negative
566,"""uchwyt nie pasuje do tego telewizora,  gdy złożyłem reklamację to dostałem zwrot 25zl za uchwyt i śruby które musiałem sam kupić   """,negative
567,"""Brak przedmiotu w sklepie """,negative
568,"""Dostałem jedną część zamówienia,  Kontakt z ole ole pozostawia wiele do zyczenia, gdyby nie zespół Allegro podejrzewam że o towarze jak i zwrocie pieniędzy mógłbym tylko pomarzyć""",negative
569,"""Jak to jest możliwe, że przez miesiąc od zakupu próbuję otrzymać FV za zakupiony towar i nie mogę się doprosić. Ja rozumiem, gdyby to był garażowy sprzedawca, ale oleole?  Ile razy jeszcze będę wam podawał numer zamówienia? Weźcie się w garść """,negative
570,"""UWAGA!!!!!!! SKLEP O S Z U K U J E LUDZI!!!! NIE CHCĄ ODDAĆ PIENIĘDZY ZA ODESLANY TOWAR! NAJPIERW GO ZGUBILI, A PO PONAD TYGODNIU, PO MOJEJ INTERWENCJI,GO ODSZUKALI I MÓWIĄ, ŻE NIBY PRZYSZEDŁ USZKODZONY!!! PRZESYŁKA KURIERSKA, DPD, UBEZPIECZONA, A ONI OBARCZAJĄ MNIE WINĄ I NIE CHCĄ ODDAĆ PIENIĘDZY!!!! NA INFOLINI FOSZASTA PANIENKA RZUCA SŁUCHAWKĄ!!!! OTWIERAM SPÓR ALLEGRO! NIGDY WIĘCEJ ZAKUPÓW W TYM SKLEPIE!!!! """,negative
571,"""Przesyłka zapakowana byle jak.Uszkodzona w transporcie.Do dziś trwa przepychanka o zwrot kosztow.Firma odsyła  z dzialu do działu nie myśląc o zwrocie kosztów.Nie polecam.""",negative
572,"""Długie oczekiwanie na zwrot pieniędzy, ponad 2 tygodnie. Pieniądze odzyskane po interwencji Allegro. """,negative
573,"""Towar ale ok ale nie bylo fv o ktora juz kolejny dzien nie moge sie doprosic przez co nie zdaze juz jej rozliczyc./..NIE POLECAM!!!""",negative
574,"""Maszyna do szycia zepsuta. Po wymianie wielu wiadomości ze sprzedającytm, w końcu zaproponowano mi wysłanie maszyny do serwisu i postraszono mnie, że mogę ponieść koszty wysyłki, naprawy i odsyłki. Nie polecam.""",negative
575,"""NIE POLECAM, ZERO PROKLIENCKIEGO PODEJŚCIA. Zamówienie złożone 22.06, dotarło 01.07, mimo, że maksymalny czas dostawy był podany jako 29.06. Byłam zmuszona zakupić tusz w sklepie stacjonarnym, po czym słyszę, że mam odsyłać na własny koszt!? PS Zaczynając sprzedaż na Allegro sugerowałabym zapozanać się z polityką sprzedaży,  PONIEWAŻ SPRZEDAJĄCY NA ALLEGRO ZAWSZE BIERZE ODPOWIEDZIALNOŚĆ ZA DORĘCZENIE (RÓWNIEŻ ZA DORĘCZENIE W TERMINIE)!""",negative
576,"""Produkt kiepsko sie sprawdza w praktyce, po wysuszeniu smrod gumy i bardzo wygniecione, jako sama pralka jestk ok""",negative
577,"""opis na stronie niezgodny. Odstąpiłem od zakupu""",negative
578,"""Kupiłem dysk SSD a dostałem HDD. """,negative
579,"""Brak faktury. Obsługa klienta ciężka i odporna;(""",negative
580,"""Mimo prośby przed zakupem, aby odpowiednio zapakować produkt, przyszedł uszkodzony. Od razu zgłosiłam ten fakt ale aby otrzymać nowy produkt musiałam pisać, prosić (za każdym razem inna odpowiedź i od innej osoby) aż dopiero ostateczność- czyli założenie dyskusji- sprawiło, że sprawa dobiegła końca. """,negative
581,"""Bardzo ciężki kontakt ze sprzedawcą na maile odpisuje po tygodniu albo wogule. Towar z wada a sprawa załatwiona dopiero po miesiącu i to z pomocą allegro. """,negative
582,"""Brak elastyczności, brak faktury... postawa antykonsumencka""",negative
583,"""OK""",negative
584,"""Nie polecam ciężka firma """,negative
585,"""Rozbieżność z opisem z którego wynikało że posiadają mikrofon. Mikrofonu brak a tylko dlatego zdecydowałem się na zakup . Poza tym słuchawki dla dziecka ok.""",negative
586,"""nie otrzymałem zamówienie, wyjaśniło się ze nie mają w magazynie towaru, i to w ten dzień, kiedy musiałem już otrzymać, i powiedziali czekać jeszcze 3 dni """,negative
587,"""Kiepska obsługa klienta. Kiepski kontakt. Sklep nie jest duży a jak chcesz z nimi cokolwiek załatwić to tylko przerzucają z działu do działu. Ogólnie odczułem wielką niechęć pracowników do obsługi klienta jeżeli zlecenie wychodzi w najmniejszym stopniu poza utarte schematy. """,negative
588,"""POZYTYW.POLECAM TEGO SPRZEDAWCE..""",negative
589,"""Proszę uważać. Produkt był nieodpowiednio zapakowany (tylko karton producenta sprzętu), dotarł do mnie zepsuty, a reklamacja nie została uwzględniona. """,negative
590,"""Nie otrzymałem zamówionego towaru. Informację o tym, że sprzedawca nie jest wstanie zrealizować zamówienia, otrzymałem dopiero po wysłaniu pytania o podanie statusu zamówienia (po kilku tygodniowym oczekiwaniu na przesyłkę). Na zwrot pieniędzy oczekiwałem kolejne kilka tygodni.""",negative
591,"""Uwaga aukcje oznaczone Smart. Podczas wyboru formy wysyłki bark opcji Smart tylko wszystkie wysyłki bez opłaty ale nie Smart. Tym samym nie można skorzystać ze zwrotu Smart """,negative
592,"""Paczka w ogóle nie zabezpieczona - pudełka z częściami wrzucone do plastikowej torby, bez żadnej folii bąbelkowej, ani dodatkowego kartonu. Płyta główna doszła z połamanym mocowaniem kości ram. Mam nadzieję, że proces wymiany na część wolną od wad przebiegnie szybko i sprawnie. """,negative
593,"""Spóźniona wysyłka.""",negative
594,"""Wszystko było by super ale jedna klamra przyszła połamana i do tej pory nie mogłam się doprosić o przysłanie nowej ważniejszy był nr zamówienia niż pozytwne załatwienie sprawy. Jeśli chodzi o kontakt to kiepsko. """,negative
595,"""Uwaga klienci. Bardzo utrudniony jest kontakt z Firmą , opieszałość w odpowiedzi na maila. Uważajcie, jeśli odrazu podczas zakupu nie zaznaczcie opcji Faktura , to nie ma na co liczyć ,że uda się z tym cokolwiek zrobić. Ja napisałam maila w ciągu 5 min. i podałam dane . Niestety kolejnego dnia wystawiono mi dowód zak. nie uwzględniając w nim mojej wiadomości . Winę przerzucają na klienta. Na moje zapyt. czy wobec tego mam zwrócić zakupiony towar i ponownie zakupić z opcją FV brak odpowiedzi. D.J""",negative
596,"""1. Zakup na firmę - odmawianie prawa do zwrotu przez telefon, powołanie się na regulamin sklepu. Przez e-mail niejasny przekaz, że jednak zwrot jest możliwy. W opisie na allegro brak wzmianki, że przy zakupie na firmę zwrot nie przysługuje! 2. Odrzucenie zwrotu, bo towar nie był tylko ""rozpakowany"", ale ""używany"", czyli przymierzony.. 3. To był raczej tani test, aby u tego sprzedawcy więcej nie kupować towaru nieznanego, co do którego nie ma pewności czy się nadaje. Albo lepiej żadnego.""",negative
597,"""Jesteście okropną firmą!!! Nie spotkałam się jeszcze z takim brakiem profesjonalizmu!!! """,negative
598,"""Brak kontaktu - pieniędze przelane a towaru jak nie było tak nie ma. Po ponad 9 dniach wciąż nie wiadomo kiedy dotrze. Absolutnie nie polecam jest mnóstwo innych handlarzy którzy o wiele bardziej profesjonalnie podchodza do tematu. MASAKRA """,negative
599,"""Czas oczekiwania na przesyłkę zdecydowanie dłuższy niż w opisie.""",negative
600,"""Czajnik przeciekał, na zwrot pieniędzy czekałem skandalicznie długo, nawet Allegro nie była w stanie przymusić sprzedawcy do zwrotu środkow w termonie 14 dni""",negative
601,"""po 3 tyg dzbanek popękał i jest do wyrzucenia""",negative
602,"""Zamiast gofrownicy, którą zamówiłam przyszedł blender.Skontaktowałam się ze sklepem - kontakt ze sprzedawcą utrudniony,długi czas odpisywania na wiadomości. Sklep poinformował mnie o wysłaniu kuriera, który odbierze nieprawidłowy produkt i po otrzymaniu produktu zostanie wysłany do mnie mój produkt, od 5 dni codziennie jestem informowana, że w dniu dzisiejszym zjawi się kurier, jednak do tej pory nikt się nie pojawił. Brak pieniędzy i brak towaru na który czekam ponad 2 tygodnie!! NIE POLECAM!""",negative
603,"""Uszkodzona szybka wyświetlacza w przednim panelu mikrofalówki. Nie zwracałem towaru bo korzysta z niego osoba w podeszłym wieku dla której ta wada nie ma znaczenia.  Moja uwaga : Przed wysyłką należało sprawdzić stan techniczny towaru.""",negative
604,"""Słuchawki przyszły ze zwrotu, brak okablowania, sądząc po ilości naklejek na pudełku nie byłem ani pierwszym, ani drugim właścicielem tych konkretnych słuchawek.""",negative
605,"""Wszystkie 1,3,5 i chyba 7 grają tak samo, więc po co przepłacać ? Kupiłem 1 :) """,negative
606,"""Inna kawa jest w ofercie a inną otrzymałem""",negative
607,"""szału nie ma d..y nie urywa. no dobry gadżet ale odkurzacz to to nie jest. miało być bez zmiotki i szufelki ale chyba powróci jak syn marnotrawny hehe. lepiej dołożyć i kupić Jimmy jv51 albo jakiś Xiaomi bo tam moc jest odczuwalna a tutaj to słabe naprawdę słabe. dużych kawałków jedzenia po dzieciach nie wciąga a i zapycha wlot do cyklonu.wlosy wciąga ;)""",negative
608,"""Nie czytają wiadomości i wystawiają faktury na pałę. Bez możliwości odkręcenia.""",negative
609,"""Drukarka nie czyta tuszu, wadliwy produkt""",negative
610,"""długa dostawa, jak dla mnie""",negative
611,"""Słuchawki dotarły do mnie po miesiącu, kontakt ze zprzedającym średni.""",negative
612,"""Brak możliwości kontaktu ze sprzedawcą. Czat podłączony jest pod jakiś system nadający każdemu zdanie inny numer. Dokumentu zakupu jak nie było tak nie ma!""",negative
613,"""Oszukuje, zabiera konta""",negative
614,"""Sprzedawca nie informuje,że w zestawie jest etui w komplecie i sprzedaje drugie badziewiaste-sprzedaż łączona""",negative
615,"""Nie polecam 3 czerwca kupiłam tusze do tej pory ani tuszy ani pieniędzy cały czas sklep rozpatruje czemy tusze będące na ich magazynie nie zostały nadane katastrofa """,negative
616,"""Nie polecam tego sprzedawcy , ponieważ współpracuje z firmą kurierską , która zatrudnia kuriera dokonującego przestępstwa na rzecz kupującego i ten sprzedawca w żaden sposób na tego typu działania nie reaguje .""",negative
617,"""Towar nie zmieścił się do paczkomatu, więc wrócił do nadawcy, pani na infolinii obiecała go wysłać kurierem,  lecz dostałem zwrot wpłaty""",negative
618,"""Mało przydatny- jeżeli chodzi o odtwarzanie plików AUDIO, , a cena wysoka !""",negative
619,"""Sprzęt niesprawny. Brak możliwości wymiany. Reklamacja trwa już ponad miesiąc. """,negative
620,"""Suszarka dotarła z zewnętrznym uszkodzeniem mechanicznym co się zdarza i nie to jest powodem negatywnej opinii. Powodem jest ciągnąca się prawie 3 tygodnie procedura reklamacyjna, brak kontaktu i konkretnych informacji. Gdyby nie zgłoszenie problemu via. Allegro (utworzenie dyskusji) podejrzewam, że sprawa do tej pory nie zostałaby rozwiązana.""",negative
621,"""Nigdy więcej od nich nic nie kupie 5 razy prosiłem o zmianę adresu dostawy to co wysyłałem wiadomość to nikt nic nie wiedział i kazał mi to samo wysyłać bo przez pomyłkę wysłałem na adres kolegi który tam już nie mieszkał od dwóch tygodni całe szczęście że sąsiedzi nas znali bo w innym przypadku był bym w plecy dla nie których to mała suma 240 zł ale dla mnie duża TAK ŻE NIE POLECAM !!!""",negative
622,"""Polecam, nic dodać nic ująć. Rewelacja.""",negative
623,"""słuchawka za bardzo zbiera szum otoczenia""",negative
624,"""właścicielem sklepu jest sieć euro-net. I to jest ostatni raz kiedy coś  od nich kupiłem. pomimo natychmiastowego  przelewu przez allegro, sprzedawca poinformował  mnie, że nie otrzymał  pieniędzy, ani moje telefony, ani maile z potwierdzeniami  nie wzbudziły jego zainteresowania. dopiero kiedy allegro włączyło się do rozmowy to nagle pieniądze  się  znalazły. Ale oczywiście to nie koniec przygody, bo informacja odnośnie przesyłki również  była  niepełna i myląca. szkoda nerwów, nie polecam. """,negative
625,"""Przedmiot jest droższy niż na stronie producenta o 80 zł. Jednak gwarancja najniższej ceny, jaką ma OLE OLE nie obejmuje takich przypadków, a jedynie ceny z wybranych innych sklepów. W efekcie, zwróciłam blender, bo nie dostałam propozycji obniżenia ceny. Zwrot musiałam zrobić za własne pieniądze. Na razie nie otrzymałam jeszcze zwrotu środków. """,negative
626,"""okap przyszedł z potłuczoną szybką brakuje kołkuw do montażu.sposub zabezpieczenia przesyłki mało profesjonalny.Nie polecam.""",negative
627,"""Brak faktury VAT w formacie PDF""",negative
628,"""Przestrzegam i stanowczo odradzam jakikolwiek zakup w  firmie Euro Net poprzez Ile Olep!. Przysłali mi towar uszkodzony. Tego samego dnia reklamowałam. Mimo kilku ponagleń w dziale obsługi klienta do dziś, a  mija już 11 dni, sprawa jest ciągle nie załatwiona. """,negative
629,"""Sklep OleOle, oferował towar którego nie fizycznie nie posiadał - pomimo oferowanych do sprzedaży 19 sztuk. Na drugi dzień po zakupie, otrzymałem informacje o braku zakupionego przeze mnie produktu wraz z zapytaniem czy chcę anulować transakcję. Jakby fakt, nie posiadania sprzedawanego towaru, nie był podstawą do automatycznej anulacji. Później kazano oczekiwać mi 14 dni na zwrot pieniędzy. Tak więc, nie polecam""",negative
630,"""Parownica słabo prasuje. Nie daje rady nawet z małymi zagnieceniami """,negative
631,"""Towar przyszedł uszkodzony, chciałem go zwrócić co zaznaczyłem w formularzu reklamacyjnym ponieważ reklamacja przeciągała się w nieskończoność i kupiłem w tym czasie drugi telefon. Nie dostałem zwrotu pieniędzy tylko nową słuchawkę. Teraz mam dwie. Super. Kontakt tragiczny, czas odpowiedzi na wiadomości masakra. Na infolinii ole ole musiałem czekać 35 minut na połączenie. Szkoda nerwów.""",negative
632,"""żenada i kpina, nie zamawiajcie, bo na zamówienie się nie doczekacie""",negative
633,"""Towar niezgodny z opisem. Pomimo oryginalnych plomb oraz naklejek dystrybutora produkt okazał się być podróbką.  Najpierw był problem z ich sparowaniem, a potem jak się okazało po zdjęciu gumek ze słuchawki, że nie mają numerów seryjnych, które tam powinny się znajdować. Poza tym kolor diody na ładowarce nie wiedzieć czemu zamiast białego był niebieski. Towar odesłałem i zwrócili kasę. Był to mój ostatni u nich zakup.Sklep dotychczas bardzo w porządku ale straciłem zaufanie.""",negative
634,"""Produkt uszkodzony, zgłosiłem to sprzedawcy i już tydzień milczy. Zero odzewu aby zabrać lodówkę czy zwrócić pieniądze """,negative
635,"""Mikser porysowany, poklejony taśmą, paczka spakowana tragicznie. Obsługa klienta pozostawia bardzo wiele do życzenia. Zwrot po założeniu sporu. Nie polecam. """,negative
636,"""Etui ok. Szkło bardzo słabej jakości, pękło przed założeniem.""",negative
637,"""Absolutnie nie polecam tego sprzedawcę .Kupilem córce na urodziny smartwatch dotarł ale 2 tygodnie po terminie zadeklarowanej na stronie przedmiotu .Jak bym się nie upomniał to pewnie czekał bym dalej .Omijać szerokim łukiem """,negative
638,""" Kupiłem odtwarzacz DVD Manta. Po rozpakowaniu i próbie uruchomienia stwierdziłem, że pilot nie działa i jednocześnie z pilota odpada element plastikowy z pod diody IR (włożyłem również nowy komplet baterii). Zgłosiłem reklamacje i odesłałem sprzęt z założeniem zwrotu pieniędzy za zakup (14 dni na odstąpienie od umowy). Po około tygodniu dostałem informację, że sprzęt wraca z serwisu i nie stwierdzono wady. Temu sklepu już (nie) dziękuję. Zgłaszam do UOKIK.""",negative
639,"""Zakupiony zegarek nie działał i powiedziano mi żebym sobie dzwonił do producenta bo oni nie są gwarantem """,negative
640,"""Problem z wystawieniem faktury. Nie polecam.""",negative
641,"""Po zakupie mopa i po trzy krotnym jegu użyciu mechanizm wirujacy blokuje się i pękła tuleje mocujaca pedał wirówki A sprzedający nie chce uznać reklamacji""",negative
642,"""Myślałam że to jest orginalny mop Viledy ale jak się okazalo to jakaś podruba. Siostra tez taki ma i wykreca do prawie sucha a tu nie do końca wykreca. Myślałam że jak użyje go 2 lub 3 razy to będzie inacej,ale sie myliłam. Nie polecam mopa.""",negative
643,"""Słuchawki rozleciały się po kilkunastu dniach. Oczywiście odrzucili reklamację zrzucając winę na ""niewłaściwe użytkowanie"". Nie polecam!""",negative
644,"""Czajnik gwiżdże tak głośno jakby miał wybuchnąć :(""",negative
645,"""Sprzedawca nie chciał mi oddać pieniędzy z tytułu zwrotu towaru, nawet Allegro było bezsilne. W końcu otrzymałem zwrot ale ile było przy tym nerwów....""",negative
646,"""Płyta, procesor i pamięć, sprzęt za 1200zł wrzucony luźno do foliowej koperty jak do betoniarki !!! Zero jakiegokolwiek zabezpieczenia !!! Gdyby chociaż połączyli w całość i zawinęli w folię bąbelkową, ale gdzie tam. Żenada!!! Jedyny plus to szybka dostawa""",negative
647,""" Zakup przedmiotowego sprzętu był oferowany przez sklep ,,Ole Ole” z dostawą do poczkomatu. W dniu dzisiejszym od godziny 1100 próbuje się dowiedzieć od pracowników w/w sklepu o powodach przesłanej do mnie lakonicznej informacji, iż przesyłka jest mówiąc kolokwialnie za duża do umieszczenia w paczkomacie.  Zostałem odesłany do firmy impost, żeby wyjaśnić sobie zaistniałą sytuację Myślę iż to sprzedawca towaru powinien wyjaśnić swój brak kompetencji. Wina leży po stronie sklepu OleOle.   """,negative
648,"""Zwrot słuchawek zgłoszony 9 maja. Kilkadziesiąt telefonów na infolinię, wysyłane maile - do dziś brak pieniędzy na koncie. Zrobili przelew obcej osobie na zły numer konta, a nie na mój który podałem przy zgłaszaniu zwrotu. Do dziś pieniędzy nie otrzymałem. Zgłoszony spór na allegro. Zawiodłem się i to mocno. Po innych komentarzach widzę, że nie tylko ja mam problem z odzyskaniem pieniędzy.  Sprawa zapewne będzie zgłaszana dalej do wyższych instytucji. NIE POLECAM!!!!!!!!""",negative
649,"""Zakupiony grill okazała się innym modelem niż na przedstawionych zdjęciach. Na zdjęciach jest grill z zapalnikami w KAŻDYM POKRĘTLE a w rzeczywistości otrzymałem z jednym zapalnikiem na wszystkie pokrętła. Opis przedmiotu nic nie mówi o tym gdzie jest zapalnik! Reklamacja nie uznana, kontakt z infolinia nic nie wnosi!!! Żenada!!!  Opcja Paczkomatu nieudolna, grill się nie mieści, zwrot przez Paczkomat niemożliwy. """,negative
